fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,exp12_lag1,shock_inf,alpha,se_alpha,alpha_li_95,alpha_ls_95,rho,se_rho,rho_li_95,rho_ls_95,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,ajustado_tvp,residuo_tvp,residuo_estandarizado
2015-08-01,3.04,3.31,1.96,-0.25,-0.10999999999999988,3.16,-2.13,-0.00590876742549075,0.01413988121241335,-0.03362242534749547,0.021804890496513966,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.029276368091489247,0.01174603220638981,0.006254568005717678,0.052298168177260816,-0.029276368091489247,-0.03735542375821599,-0.212644576241784,-1.0767688399128736
2015-09-01,3.06,3.4,1.88,0.08999999999999986,-0.25,3.04,-2.3600000000000003,-0.005908767425490747,0.014139881212413347,-0.033622425347495453,0.021804890496513962,-0.281018251837699,0.07125982497536652,-0.4206849423340452,-0.14135156134135282,0.029188371459097737,0.011737943302186922,0.006182425334238222,0.05219431758395725,-0.029188371459097737,-0.00453876110953666,0.09453876110953652,0.586831410778512
2015-10-01,2.94,3.28,2.23,-0.1200000000000001,0.08999999999999986,3.06,-1.85,-0.005908767425490746,0.014139881212413353,-0.03362242534749546,0.021804890496513973,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.02912455197921937,0.011733334260096883,0.006127639410859562,0.05212146454757918,-0.02912455197921937,-0.08508083125243945,-0.03491916874756065,-0.0447434944801597
2015-11-01,3.02,3.37,2.51,0.0900000000000003,-0.1200000000000001,2.94,-1.6500000000000004,-0.005908767425490746,0.014139881212413347,-0.033622425347495453,0.021804890496513962,-0.2810182518376989,0.07125982497536651,-0.4206849423340451,-0.14135156134135274,0.029053732163665358,0.011730586616005298,0.00606220487876739,0.05204525944856332,-0.029053732163665358,-0.0201252352750147,0.110125235275015,0.7096133377884593
2015-12-01,3.17,3.65,3.07,0.2799999999999998,0.0900000000000003,3.02,-1.1300000000000003,-0.005908767425490749,0.014139881212413346,-0.033622425347495453,0.021804890496513955,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.02900260272522221,0.011728466211520322,0.006015231356747454,0.05198997409369697,-0.02900260272522221,-0.06397335117038484,0.34397335117038463,2.036766081838036
2016-01-01,3.62,3.8,4.38,0.1499999999999999,0.2799999999999998,3.17,0.6299999999999999,-0.005908767425490745,0.014139881212413347,-0.033622425347495453,0.021804890496513962,-0.28101825183769885,0.07125982497536652,-0.4206849423340451,-0.14135156134135266,0.028993593104339792,0.011725691576722302,0.006011659920139405,0.05197552628854018,-0.028993593104339792,-0.06632791428431231,0.21632791428431222,1.3892643508099791
2016-02-01,3.94,4.09,4.27,0.29000000000000004,0.1499999999999999,3.62,0.47999999999999954,-0.005908767425490743,0.014139881212413344,-0.033622425347495447,0.02180489049651396,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.02896981498462869,0.01172141636482902,0.005996261061765415,0.05194336890749197,-0.02896981498462869,-0.0341559940085238,0.32415599400852385,1.886953082676195
2016-03-01,3.99,3.99,4.26,-0.09999999999999964,0.29000000000000004,3.94,0.43999999999999995,-0.005908767425490745,0.014139881212413339,-0.03362242534749543,0.021804890496513945,-0.28101825183769896,0.07125982497536651,-0.42068494233404513,-0.1413515613413528,0.028929176051039916,0.011715493376698787,0.005967230971592755,0.05189112113048708,-0.028929176051039916,-0.07467522299596589,-0.025324777004033752,-0.07649824928110927
2016-04-01,4.18,4.19,4.09,0.20000000000000018,-0.09999999999999964,3.99,0.46999999999999975,-0.005908767425490744,0.014139881212413346,-0.033622425347495447,0.021804890496513962,-0.2810182518376989,0.07125982497536652,-0.4206849423340451,-0.1413515613413527,0.028889744601901524,0.011707788445070737,0.005942900910948682,0.05183658829285437,-0.028889744601901524,0.03577123772117276,0.16422876227882743,0.952105003571852
2016-05-01,4.15,4.16,4.36,-0.03000000000000025,0.20000000000000018,4.18,0.9000000000000004,-0.005908767425490745,0.014139881212413344,-0.033622425347495447,0.021804890496513955,-0.28101825183769896,0.07125982497536652,-0.4206849423340452,-0.14135156134135277,0.02884194883895471,0.01169854197701602,0.005913227892373314,0.05177066978553611,-0.02884194883895471,-0.036154663837971335,0.006154663837971086,0.06607496578228471
