codigo_modelo,fecha,lambda_t,lambda_li_95,lambda_ls_95,pi_estrella_t,c0,c,d
M3B,2024-10-01,0.8790753460141593,0.8071061369087441,0.9510445551195744,4.081355431655122,2.575683177588041,0.08681140335791848,0.2821033553002075
M3B,2024-11-01,0.8791601939669588,0.8058809754204814,0.9524394125134361,4.057870066766346,2.561109083646719,0.08675049129729406,0.28210335530020747
M3B,2024-12-01,0.8789658953118947,0.8045194027348437,0.9534123878889458,4.063641603547773,2.5641849443402287,0.08688997764983418,0.28210335530020747
M3B,2025-01-01,0.8794742244624227,0.8039600106353875,0.954988438289458,4.0169944243375735,2.536216176163529,0.08652504985826702,0.28210335530020747
M3B,2025-02-01,0.8798530925352916,0.803327373340875,0.9563788117297083,3.97982809173248,2.5138328754260546,0.08625306173997056,0.28210335530020747
M3B,2025-03-01,0.8803497343628542,0.8027586950220262,0.9579407737036822,3.935925264254429,2.4875052411360508,0.0858965242383458,0.28210335530020747
M3B,2025-04-01,0.8808448116838903,0.8022074356185318,0.9594821877492488,3.8921802318625547,2.461241712092796,0.0855411098907071,0.28210335530020747
M3B,2025-05-01,0.8812695047558065,0.8016297031776798,0.9609093063339331,3.8539889713204056,2.4382662833537907,0.0852362241593512,0.28210335530020747
M3B,2025-06-01,0.8815907017470577,0.800998481288407,0.9621829222057083,3.824441656742062,2.420454730517365,0.08500563791704431,0.2821033553002074
M3B,2025-07-01,0.8817901644553932,0.8002501001070381,0.9633302288037482,3.8037855717833176,2.4079263578957373,0.08486244430798755,0.28210335530020747
M3B,2025-08-01,0.8819328973379211,0.7994180624276452,0.964447732248197,3.7870535649606096,2.397722475085822,0.0847599768505324,0.28210335530020747
M3B,2025-09-01,0.8820625140335909,0.7986388111591848,0.9654862169079971,3.7716815007974205,2.388340817813326,0.08466692545961395,0.28210335530020747
M3B,2025-10-01,0.8820691012780288,0.7977984885494767,0.966339714006581,3.769017334649986,2.3866716121665537,0.08466219649893415,0.28210335530020747
M3B,2025-11-01,0.8817604819995193,0.7966654286509093,0.9668555353481293,3.792544326466399,2.4007294500727827,0.0848837532434658,0.28210335530020747
M3B,2025-12-01,0.8810478891406565,0.7951882146600935,0.9669075636212194,3.8550158844301614,2.43830264876083,0.08539532126588048,0.28210335530020747
M3B,2026-01-01,0.8810463394635578,0.7944326318869841,0.9676600470401315,3.866766430334404,2.445730582787787,0.08539643377386998,0.2821033553002075
M3B,2026-02-01,0.8810579534414391,0.7937086185221371,0.9684072883607411,3.877533955413567,2.4525733741372466,0.0853880961381174,0.2821033553002075
