codigo_modelo,fecha,lambda_t,lambda_li_95,lambda_ls_95,pi_estrella_t,c0_t,c_t,d_t
M2,2025-02-01,0.8797456205182416,0.8048918713610133,0.9545993696754699,3.9789535838974426,2.6182499036006233,0.08994686092284143,0.2520283975480026
M2,2025-03-01,0.8801391701031451,0.8043125890511853,0.955965751155105,3.940522510960925,2.594121256195851,0.08965249707147983,0.25202839702820756
M2,2025-04-01,0.8805331658321156,0.8037524800820851,0.9573138515821461,3.9020908539546952,2.569970900780754,0.08935779951667548,0.25202839650791553
M2,2025-05-01,0.8808807364670708,0.8031792936760577,0.9585821792580839,3.867806046555218,2.5483959799434004,0.08909782660662242,0.2520283960453441
M2,2025-06-01,0.8811566064538187,0.8025709298953884,0.959742283012249,3.8403058477685867,2.5310692412507314,0.08889148373408458,0.2520283956756735
M2,2025-07-01,0.8813415790046997,0.8018809270336607,0.9608022309757387,3.8203222269873574,2.5184269926480414,0.08875312955039012,0.2520283954064638
M2,2025-08-01,0.8814701311274747,0.8011254496953841,0.9618148125595654,3.8047540249746685,2.5085299867626505,0.08865697623781467,0.25202839519579545
M2,2025-09-01,0.881578928717757,0.8003964100810456,0.9627614473544684,3.7915054110728774,2.500103525670707,0.08857559875083594,0.25202839501657476
M2,2025-10-01,0.8816011022412866,0.7996251783673287,0.9635770261152445,3.788410274340244,2.49812543642819,0.08855901358997638,0.25202839497330515
M2,2025-11-01,0.8814165852615382,0.7986690870343145,0.9641640834887619,3.804778175868457,2.508393525481633,0.08869702702660205,0.25202839518304315
M2,2025-12-01,0.8809823520008336,0.7975064699010784,0.9644582341005888,3.8484312263521545,2.535922922061364,0.08902182110868993,0.25202839574418834
M2,2026-01-01,0.8809494223701685,0.7967550345370724,0.9651438102032646,3.859693186774933,2.543248922003473,0.08904645151851018,0.2520283959025744
M2,2026-02-01,0.8809401834767336,0.7960464005166833,0.965833966436784,3.868954045189377,2.5493243979672933,0.08905336193294117,0.25202839603285826
M2,2026-03-01,0.8810070553627545,0.7954878328886614,0.9665262778368475,3.867401346619945,2.548494737360852,0.0890033436636586,0.252028396011304
M2,2026-04-01,0.881092747584981,0.7950050173404263,0.9671804778295358,3.8641719223870092,2.546614324891449,0.08893924832004572,0.2520283959667715
M2,2026-05-01,0.8812696918594416,0.7945553481923405,0.9679840355265427,3.855720464108137,2.5415548426962355,0.08880689904077178,0.25202839585291026
M2,2026-06-01,0.8813545170096747,0.7937822636399752,0.9689267703793742,3.8514308696382016,2.5389716545988645,0.0887434522440043,0.2520283957945476
M3,2010-02-01,0.7534867342445428,0.6625723455510791,0.8444011229380065,6.391604260115005,3.602240989623093,0.1843858419534021,0.2520246673608467
M3,2010-03-01,0.7525401038870659,0.6627324944124628,0.842347713361669,6.502061355704304,3.6598896232959164,0.1850938981099222,0.2520246673608466
M3,2010-04-01,0.7546967268673481,0.6660081464376901,0.8433853072970061,6.392564004250988,3.6085674470848486,0.18348079731886868,0.2520246673608453
M3,2010-05-01,0.7564060551452462,0.6687183508655894,0.844093759424903,6.304925247770179,3.567156918012413,0.18220226193161862,0.2520246673608444
M3,2010-06-01,0.7580510091634087,0.6713274491205105,0.844774569206307,6.220846274584733,3.5272413352947445,0.18097187690270697,0.25202466736084617
M3,2010-07-01,0.7590843645460627,0.6734122344215236,0.8447564946706017,6.168801685249088,3.5024998902360043,0.18019895256663213,0.2520246673608453
M3,2010-08-01,0.7577404739051927,0.6731074564253983,0.8423734913849872,6.225835348722119,3.528624065904064,0.18120414961576778,0.25202466736084395
