fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,d_exp24_lag1,exp12_lag1,shock_inf,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,beta_constante,beta_constante_li_95,beta_constante_ls_95,diferencia_tvp_menos_constante,residuo_estandarizado_constante,residuo_estandarizado_tvp
2012-10-01,4.7,4.76,3.35,-0.41000000000000014,0.6200000000000001,4.91,-1.56,0.1134567634900561,0.026222473216655703,0.062061660399844745,0.16485186658026746,-0.1134567634900561,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.08308529651037158,-0.10682893919509166
2012-11-01,4.48,4.82,3.11,0.0600000000000005,-0.41000000000000014,4.7,-1.5900000000000003,0.1126800426027451,0.026321422036767447,0.061091003388801995,0.1642690818166882,-0.1126800426027451,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.6827983908601252,0.6910221894319757
2012-12-01,4.65,4.93,3.45,0.10999999999999943,0.0600000000000005,4.48,-1.0300000000000002,0.11213132421834283,0.02647192986692385,0.06024729507790191,0.16401535335878376,-0.11213132421834283,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,1.3865299555738444,1.431972581053428
2013-01-01,4.53,4.83,3.86,-0.09999999999999964,0.10999999999999943,4.65,-0.7900000000000005,0.11194167804040646,0.026628367622524397,0.059751036533166185,0.16413231954764673,-0.11194167804040646,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.09553925692726326,0.08188183879546859
2013-02-01,4.41,4.61,4.18,-0.21999999999999975,-0.09999999999999964,4.53,-0.35000000000000053,0.11176061126871623,0.026775819871948006,0.05928096866316626,0.1642402538742662,-0.11176061126871623,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-1.2326702827790685,-1.29807360715658
2013-03-01,4.59,4.66,4.34,0.04999999999999982,-0.21999999999999975,4.41,-0.07000000000000028,0.11145754679600971,0.026896356228259283,0.05874165727326196,0.16417343631875747,-0.11145754679600971,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.08211442836397288,-0.08473573110697802
2013-04-01,4.85,4.93,4.13,0.2699999999999996,0.04999999999999982,4.59,-0.45999999999999996,0.11115154216540632,0.026987920126421178,0.05825619069997716,0.16404689363083547,-0.11115154216540632,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,1.8554896816516033,1.9358158987797194
2013-05-01,4.71,4.83,4.27,-0.09999999999999964,0.2699999999999996,4.85,-0.5800000000000001,0.1110708278070415,0.027056758828636347,0.05804055496452813,0.16410110064955485,-0.1110708278070415,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.18755750761132595,0.1829496706547382
2013-06-01,4.87,5.21,4.79,0.3799999999999999,-0.09999999999999964,4.71,0.08000000000000007,0.11101979352793576,0.02710881663926031,0.057887489251485416,0.1641520978043861,-0.11101979352793576,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,1.7587005053959843,1.849598928138301
2013-07-01,4.88,4.81,4.74,-0.40000000000000036,0.3799999999999999,4.87,-0.1299999999999999,0.11092924697157693,0.027134015775731716,0.05774755329520112,0.16411094064795273,-0.11092924697157693,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-1.6057666731120555,-1.6811773706044442
2013-08-01,4.85,4.89,4.42,0.08000000000000007,-0.40000000000000036,4.88,-0.45999999999999996,0.11078278887490092,0.027131721452203685,0.05760559199000894,0.1639599857597929,-0.11078278887490092,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.13130826383464408,-0.14884613152515386
2013-09-01,4.84,4.91,4.21,0.020000000000000462,0.08000000000000007,4.85,-0.6399999999999997,0.11062854330749965,0.027104786601973258,0.05750413775898828,0.16375294885601102,-0.11062854330749965,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.5901077897773541,0.6035095226909739
2013-10-01,4.72,4.71,4.15,-0.20000000000000018,0.020000000000000462,4.84,-0.6899999999999995,0.11057200324316137,0.027062535900433567,0.05753040754798935,0.16361359893833338,-0.11057200324316137,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.7271547810339708,-0.7776375985362193
2013-11-01,4.69,4.7,4.63,-0.009999999999999787,-0.20000000000000018,4.72,-0.08999999999999986,0.11037499434368353,0.02700670625741376,0.05744282273810006,0.163307165949267,-0.11037499434368353,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.4819095621741113,-0.5037120630722337
2013-12-01,5.09,5.19,4.39,0.4900000000000002,-0.009999999999999787,4.69,-0.3000000000000007,0.11016712235787827,0.026922061780093123,0.05740085087933347,0.16293339383642308,-0.11016712235787827,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,2.804881711377977,2.9356619575155185
2014-01-01,4.73,4.94,4.14,-0.25,0.4900000000000002,5.09,-0.9500000000000002,0.11018997225959565,0.026810216524835857,0.057642913453196776,0.16273703106599452,-0.11018997225959565,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,0.0159691496233812,-0.009819915389554571
2014-02-01,4.56,4.68,3.5,-0.2600000000000007,-0.25,4.73,-1.2300000000000004,0.11020285417524804,0.026704440979484247,0.0578631116281834,0.1625425967223127,-0.11020285417524804,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-1.2093176763434144,-1.28761532950684
2014-03-01,4.46,4.54,3.25,-0.13999999999999968,-0.2600000000000007,4.56,-1.3099999999999996,0.10980419396622318,0.02661782656546795,0.05763421255117252,0.16197417538127384,-0.10980419396622318,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-0.4474741046703152,-0.458993746554135
2014-04-01,4.51,4.66,3.27,0.1200000000000001,-0.13999999999999968,4.46,-1.19,0.10921742524265313,0.026556903021879717,0.057166851778845965,0.1612679987064603,-0.10921742524265313,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,1.129155638400374,1.1833228230856472
2014-05-01,4.19,4.28,3.22,-0.3799999999999999,0.1200000000000001,4.51,-1.2899999999999996,0.10897547567411538,0.02651212121312949,0.057012672942621224,0.16093827840560954,-0.10897547567411538,0.04013623889524371,0.021377784952703996,0.058894692837783424,NA,-1.1278099242741944,-1.1797071498685767
