fecha,lambda_base,pi_base,lambda_sel,pi_sel,dif_lambda,dif_pi
2021-12-01,0.8757107220614803,4.125444686412063,0.8757105799990197,4.125444638346833,-1.4206246057302252e-7,-4.8065230018323746e-8
2022-01-01,0.8764439195655204,4.108003571891314,0.8764437777462479,4.108003537027741,-1.4181927243672732e-7,-3.486357336157653e-8
2022-02-01,0.877849439842489,4.057139790214114,0.8778492880613303,4.057139906221054,-1.5178115864156183e-7,1.1600694005409196e-7
2022-03-01,0.8790436769530374,4.0175797051912765,0.879043517750688,4.017579960874649,-1.5920234941457778e-7,2.556833722522356e-7
2022-04-01,0.879599333267285,4.0106230650598675,0.8795991764193938,4.010623323784786,-1.5684789123060483e-7,2.58724918822395e-7
2022-05-01,0.8798300703259576,4.015916803806071,0.8798299216198792,4.015916979059542,-1.4870607845107742e-7,1.7525347040248107e-7
2022-06-01,0.8796227041113954,4.036312415444174,0.8796225703750078,4.036312431539731,-1.3373638763081175e-7,1.6095556887307794e-8
2022-07-01,0.8789797723979254,4.069075650085883,0.8789796615765502,4.069075406654432,-1.1082137518769741e-7,-2.4343145099692265e-7
2022-08-01,0.8799313609821737,4.065284338164507,0.8799312512889583,4.065283979090465,-1.0969321539988641e-7,-3.590740424996852e-7
2022-09-01,0.8806233874164373,4.066983226013421,0.8806232823010802,4.066982730701294,-1.0511535708523922e-7,-4.95312127313241e-7
2022-10-01,0.8811392520054142,4.0722321689488314,0.8811391552220836,4.072231495062314,-9.67833305720589e-8,-6.738865172550845e-7
2022-11-01,0.8820588111057494,4.069449081874361,0.8820587189942267,4.069448227827165,-9.211152263155498e-8,-8.540471965190477e-7
2022-12-01,0.8846935772735409,4.034496430655268,0.8846934675160604,4.03449552163663,-1.0975748054864454e-7,-9.09018638139969e-7
2023-01-01,0.8881781288135338,3.9832440498752915,0.8881779875734236,3.983243199561025,-1.4124011016303228e-7,-8.503142665539087e-7
2023-02-01,0.8919903158791634,3.9261166660943085,0.891990134985242,3.926115967964212,-1.8089392139764016e-7,-6.981300963992965e-7
2023-03-01,0.8942148087415531,3.8986145797556433,0.89421460529918,3.898613986874565,-2.0344237317004854e-7,-5.928810784538996e-7
2023-04-01,0.8943942964603857,3.9081127503733635,0.8943940929947489,3.908112198692171,-2.0346563678330654e-7,-5.516811922845477e-7
2023-05-01,0.8940308901018795,3.928459085690882,0.8940306880318842,3.928458650787037,-2.020699952920424e-7,-4.3490384493694023e-7
2023-06-01,0.8919877080734115,3.9837666198999364,0.8919875275983881,3.983766218613695,-1.8047502348128575e-7,-4.012862415692098e-7
2023-07-01,0.8895283306113042,4.049912740541625,0.8895281766683417,4.049912350964507,-1.5394296248860684e-7,-3.895771181205987e-7
2023-08-01,0.8875087773866974,4.1021689453022665,0.8875086435266019,4.102168623884052,-1.3386009556359824e-7,-3.2141821471043386e-7
2023-09-01,0.8855452090266669,4.152704733476932,0.8855450954134937,4.152704451832598,-1.1361317320268682e-7,-2.816443336328689e-7
2023-10-01,0.883246053376711,4.215392480166963,0.883245967199106,4.215392105883904,-8.61776050520291e-8,-3.742830587682988e-7
2023-11-01,0.881737132412512,4.2513489327831975,0.8817370645853065,4.25134849185786,-6.782720540776666e-8,-4.4092533713069315e-7
2023-12-01,0.8812732899521261,4.253403975333716,0.8812732266855184,4.2534035654110705,-6.326660761946101e-8,-4.099226451614868e-7
2024-01-01,0.8810047629894151,4.2482518453206435,0.8810047019285995,4.248251477623148,-6.106081562595733e-8,-3.676974955624246e-7
2024-02-01,0.8810188554538314,4.232408589468314,0.8810187935276063,4.23240826747287,-6.192622514777923e-8,-3.219954436417538e-7
2024-03-01,0.8816273614528771,4.192272558342259,0.8816272900809714,4.19227237315557,-7.137190571882002e-8,-1.851866882063291e-7
2024-04-01,0.8822929367896276,4.149541158315481,0.8822928547598304,4.149541136331413,-8.202979717708558e-8,-2.1984067899438742e-8
2024-05-01,0.8826391147278895,4.121934007073344,0.8826390269217724,4.121934081503007,-8.780611704395369e-8,7.442966332149581e-8
2024-06-01,0.8826963950320615,4.107526805196092,0.8826963062047131,4.107526902329365,-8.882734847670548e-8,9.713327298044305e-8
2024-07-01,0.8825188892968481,4.102809551141651,0.8825188035781328,4.1028096048309,-8.571871523699315e-8,5.3689248602495354e-8
2024-08-01,0.8825776084217842,4.0880076896458934,0.882577522203802,4.08800774493896,-8.621798219810017e-8,5.529306612572782e-8
2024-09-01,0.8823398299774903,4.08538062788695,0.882339747723986,4.085380632483202,-8.225350422996769e-8,4.596251379496152e-9
2024-10-01,0.882044636367604,4.08559477841117,0.8820445590070505,4.085594717548243,-7.736055351870164e-8,-6.086292625440137e-8
2024-11-01,0.8821155768059857,4.060206106418938,0.8821154985757543,4.060206093530552,-7.823023140396401e-8,-1.2888385469977948e-8
2024-12-01,0.8818965624384112,4.07059494273461,0.8818964877855041,4.0705948460673,-7.465290707830974e-8,-9.666731060065104e-8
2025-01-01,0.8823759792770268,4.019808285923968,0.8823758982033543,4.019808279339781,-8.107367255316689e-8,-6.5841874175021076e-9
2025-02-01,0.8827275655273825,3.980004265649007,0.8827274798042388,3.9800043223719888,-8.572314369459377e-8,5.672298186709668e-8
2025-03-01,0.8831851673380073,3.933097519792305,0.8831850756898127,3.9330976443979346,-9.164819458895579e-8,1.2460562981431167e-7
2025-04-01,0.88365082606116,3.8855848667759525,0.8836507281521606,3.885585078331913,-9.790899935246955e-8,2.115559603055317e-7
2025-05-01,0.8840544210697826,3.843826139564221,0.8840543176466704,3.8438264346773456,-1.0342311218547451e-7,2.9511312460428485e-7
2025-06-01,0.88436009807186,3.811680495494538,0.8843599904897095,3.811680852268008,-1.0758215052142361e-7,3.567734703224801e-7
2025-07-01,0.8845464589881563,3.78976721374004,0.884546348987564,3.789767600771378,-1.1000059230159565e-7,3.8703133764528275e-7
2025-08-01,0.8846857409461641,3.7716767676241822,0.8846856290449716,3.7716771867546734,-1.1190119253434716e-7,4.191304912026794e-7
2025-09-01,0.8848308501511979,3.752883208738177,0.884830735907812,3.7528837052806705,-1.1424338586252247e-7,4.965424933445206e-7
2025-10-01,0.8848652996390886,3.747553152107377,0.8848651844551891,3.747553713396932,-1.1518389941844731e-7,5.612895552786767e-7
2025-11-01,0.8845804022883157,3.7734216421546973,0.8845802909595867,3.773422162466502,-1.1132872901331581e-7,5.203118047525379e-7
2025-12-01,0.8838664853967175,3.847969121903373,0.8838663847904243,3.847969390398951,-1.0060629318520142e-7,2.6849557777097743e-7
2026-01-01,0.8838625389262925,3.863057010298624,0.8838624388134166,3.863057198363029,-1.0011287587818885e-7,1.8806440493790433e-7
2026-02-01,0.8838844368127861,3.8758779594864783,0.8838843364757424,3.875878103909899,-1.0033704367362617e-7,1.444234207781392e-7
2026-03-01,0.8840285396450489,3.870660397030611,0.8840284371435218,3.8706605718279814,-1.0250152715496341e-7,1.747973703558614e-7
2026-04-01,0.8841836463847574,3.8644268692153934,0.884183541690103,3.8644270652269808,-1.0469465439033598e-7,1.9601158740556457e-7
2026-05-01,0.8844812035414564,3.8497447221701817,0.8844810948172279,3.8497449531510326,-1.0872422850916053e-7,2.3098085089046094e-7
2026-06-01,0.8846165922046285,3.8426518969888677,0.884616481857694,3.842652133912341,-1.1034693447875554e-7,2.369234732846337e-7
