fecha,exp_inf_12m,exp_inf_24m,infl_gt,d_exp24,exp12_lag1,shock_inf,alpha_t,se_alpha_t,alpha_li_95,alpha_ls_95,beta_t,se_beta_t,beta_li_95,beta_ls_95,indice_anclaje,ajustado_tvp,residuo_tvp,residuo_estandarizado
2012-01-01,5.97,5.95,5.44,0.33000000000000007,5.94,-0.5,0.014029791559174014,0.01514867445684192,-0.015661064789758004,0.043720647908106036,0.09854094297635654,0.02710802004089105,0.045410200004020095,0.15167168594869299,-0.09854094297635654,-0.03524067992900426,0.36524067992900433,2.424338934092548
2012-02-01,6,6.11,5.17,0.16000000000000014,5.97,-0.7999999999999998,0.01402979278860047,0.015148671753920111,-0.01566105826270215,0.043720643839903095,0.09833703478929356,0.026763908698767963,0.04588073765419011,0.15079333192439703,-0.09833703478929356,-0.06463983504283435,0.2246398350428345,1.450377118247341
2012-03-01,5.59,5.47,4.55,-0.6400000000000006,6,-1.4500000000000002,0.014029793324745715,0.015148669077089054,-0.015661052480064445,0.04372063912955587,0.09828199769757068,0.026421345275885317,0.04649711253373797,0.15006688286140338,-0.09828199769757068,-0.1284791033367318,-0.5115208966632687,-2.364153565815476
2012-04-01,5.84,5.54,4.27,0.07000000000000028,5.59,-1.3200000000000003,0.014029795439541614,0.015148666409391352,-0.015661045136677126,0.04372063601576036,0.09761254108162584,0.026108983759423443,0.04643987324021472,0.14878520892303695,-0.09761254108162584,-0.11481875878820452,0.1848187587882048,1.602540763766152
2012-05-01,5.26,5.28,3.9,-0.2599999999999998,5.84,-1.94,0.014029796983951723,0.015148663754058444,-0.01566103838791015,0.043720632355813596,0.09714517855215805,0.025818377853030015,0.046542087820972675,0.14774826928334345,-0.09714517855215805,-0.17443184940723488,-0.0855681505927649,0.09148325257754895
2012-06-01,4.89,5.11,3.47,-0.16999999999999993,5.26,-1.7899999999999996,0.01402979879244139,0.01514866109475806,-0.01566103136728751,0.043720628952170285,0.09654030183722236,0.025589157059958206,0.04638647560496543,0.1466941280694793,-0.09654030183722236,-0.15877734149618658,-0.011222658503813349,0.41950708924535
2012-07-01,4.71,4.9,2.86,-0.20999999999999996,4.89,-2.03,0.014029800635566324,0.01514865843523309,-0.015661024311589417,0.043720625582722064,0.095918784007966093,0.025408765678288283,0.04611851838690363,0.14571904962902854,-0.095918784007966093,-0.18068533090060482,-0.029314669099395146,0.2977288249661029
2012-08-01,4.44,4.55,2.71,-0.35000000000000053,4.71,-2,0.014029802569161897,0.015148655768981913,-0.015661017152237562,0.04372062229056136,0.09524796984062947,0.025294510199466193,0.045671640843094684,0.14482429883816425,-0.09524796984062947,-0.17646613711209705,-0.17353386288790348,-0.4868362059735089
2012-09-01,4.91,5.17,3.28,0.6200000000000001,4.44,-1.1600000000000006,0.014029805038315933,0.015148653096571986,-0.015661009445256318,0.04372061952188819,0.09428964904916942,0.025243205646308383,0.044813875128066866,0.14376542297027198,-0.09428964904916942,-0.09534618785872065,0.7153461878587207,4.181783678278156
2012-10-01,4.7,4.76,3.35,-0.41000000000000014,4.91,-1.56,0.014029805299775733,0.015148650440084227,-0.015661003977176187,0.04372061457672765,0.09401872565205269,0.0252025308788353,0.04462267281027691,0.14341477849382847,-0.09401872565205269,-0.13263940671742647,-0.2773605932825737,-1.3707486578661545
2012-11-01,4.48,4.82,3.11,0.0600000000000005,4.7,-1.5900000000000003,0.014029806417223026,0.015148647788722191,-0.01566099766315479,0.04372061049760084,0.09338937338647343,0.02519328677544121,0.04401143865441944,0.14276730811852742,-0.09338937338647343,-0.13445929726726974,0.19445929726727024,1.2649434597029372
2012-12-01,4.65,4.93,3.45,0.10999999999999943,4.48,-1.0300000000000002,0.01402980693453198,0.015148645141526867,-0.015660991957438343,0.0437206058265023,0.09301615053822675,0.025217200769336034,0.04359134523941239,0.1424409558370411,-0.09301615053822675,-0.08177682811984159,0.19177682811984104,1.1148472428975869
2013-01-01,4.53,4.83,3.86,-0.09999999999999964,4.65,-0.7900000000000005,0.014029806859981215,0.015148642513399415,-0.015660986880953957,0.043720600600916384,0.09280655921625933,0.02524607959831441,0.04332515245273166,0.142287965979787,-0.09280655921625933,-0.059287374920863695,-0.04071262507913595,-0.21690265443197548
2013-02-01,4.41,4.61,4.18,-0.21999999999999975,4.53,-0.35000000000000053,0.014029806911077346,0.015148639910728621,-0.015660981728716807,0.043720595550871495,0.09257032448340738,0.025271874585308225,0.04303836047439016,0.1421022884924246,-0.09257032448340738,-0.018369806658115287,-0.20163019334188448,-1.1140187107553525
2013-03-01,4.59,4.66,4.34,0.04999999999999982,4.41,-0.07000000000000028,0.01402980758444255,0.015148637345353048,-0.01566097602730787,0.04372059119619297,0.09227562996254769,0.02528603605487577,0.042715909983209926,0.14183534994188546,-0.09227562996254769,0.007570513487064185,0.04242948651293564,0.24291677741646356
2013-04-01,4.85,4.93,4.13,0.2699999999999996,4.59,-0.45999999999999996,0.014029808126862303,0.01514863482483359,-0.015660970544760757,0.04372058679848537,0.09198339580612622,0.02528733739718057,0.04242112524273948,0.14154566636951296,-0.09198339580612622,-0.028282553943955756,0.2982825539439553,1.6528451459924647
2013-05-01,4.71,4.83,4.27,-0.09999999999999964,4.85,-0.5800000000000001,0.014029807748725429,0.01514863233859235,-0.015660966049954345,0.043720581547405206,0.09180482470081879,0.02527840641507465,0.04226005854070622,0.14134959086093135,-0.09180482470081879,-0.03921699057774947,-0.06078300942225017,-0.3568783872530458
2013-06-01,4.87,5.21,4.79,0.3799999999999999,4.71,0.08000000000000007,0.01402980755817647,0.015148629883355478,-0.015660961428327458,0.0437205765446804,0.09159704949614918,0.025261307440389992,0.04208579671059111,0.14110830228170723,-0.09159704949614918,0.02135757151786841,0.35864242848213146,1.869277676572816
2013-07-01,4.88,4.81,4.74,-0.40000000000000036,4.87,-0.1299999999999999,0.014029806260788851,0.015148627477042828,-0.01566095800942895,0.043720570531006656,0.0913655066942707,0.025231982769689295,0.04191172920714449,0.1408192841813969,-0.0913655066942707,0.002152290390533671,-0.402152290390534,-2.327661513392119
2013-08-01,4.85,4.89,4.42,0.08000000000000007,4.88,-0.45999999999999996,0.014029806204519595,0.015148625113945944,-0.01566095343411342,0.043720565843152606,0.09109065595263038,0.025189686988131,0.04171977667405641,0.14046153523120436,-0.09109065595263038,-0.027871895533690377,0.10787189553369045,0.5798391063899262
2013-09-01,4.84,4.91,4.21,0.020000000000000462,4.85,-0.6399999999999997,0.014029805815337169,0.015148622785082938,-0.015660949258808232,0.04372056088948257,0.09085691069508126,0.025136961770969194,0.041589370943221474,0.14012445044694105,-0.09085691069508126,-0.044118617029514806,0.06411861702951527,0.3404438829464228
2013-10-01,4.72,4.71,4.15,-0.20000000000000018,4.84,-0.6899999999999995,0.014029805228272513,0.015148620485552437,-0.015660945338875923,0.043720555795420946,0.0906571590833948,0.025077032923337978,0.04150707771452719,0.13980724045226242,-0.0906571590833948,-0.048523634539269854,-0.15147636546073032,-0.8425834706456762
2013-11-01,4.69,4.7,4.63,-0.009999999999999787,4.72,-0.08999999999999986,0.014029805108692697,0.015148618214000601,-0.01566094100629595,0.04372055122368135,0.09037082547600186,0.025010931010757704,0.041350301475100805,0.13939134947690293,-0.09037082547600186,0.005896430815852541,-0.015896430815852326,-0.13919364428696157
2013-12-01,5.09,5.19,4.39,0.4900000000000002,4.69,-0.3000000000000007,0.014029805038172293,0.01514861598675329,-0.015660936711491838,0.04372054678783643,0.09008330671195561,0.02493146791657976,0.041218527513743435,0.13894808591016777,-0.09008330671195561,-0.012995186975414455,0.5029951869754147,2.7249986356743237
2014-01-01,4.73,4.94,4.14,-0.25,5.09,-0.9500000000000002,0.014029803415313185,0.015148613798111573,-0.01566093404469201,0.04372054087531838,0.08992079045095197,0.024839274367943025,0.041236707287674736,0.1386048736142292,-0.08992079045095197,-0.07139494751309121,-0.17860505248690878,-0.9927068103658327
2014-02-01,4.56,4.68,3.5,-0.2600000000000007,4.73,-1.2300000000000004,0.014029802343663196,0.015148611630464739,-0.01566093086783227,0.04372053555515866,0.08961771767810829,0.024748018473904086,0.04111249278052438,0.1381229425756922,-0.08961771767810829,-0.09619999040041005,-0.16380000959959062,-0.8156307175767904
2014-03-01,4.46,4.54,3.25,-0.13999999999999968,4.56,-1.3099999999999996,0.014029801777531156,0.015148609476289926,-0.015660927211859264,0.043720530766921575,0.08914774631838537,0.024668733813001744,0.04079791650069652,0.13749757613607422,-0.08914774631838537,-0.10275374589955365,-0.03724625410044603,-0.0665085457105063
